customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST2629,Male,0,Yes,Yes,54,No,Yes,Fiber optic,No internet service,No internet service,No internet service,Yes,No internet service,Yes,One year,Yes,Credit card (automatic),116.17,6266.72,No
CUST2630,Male,0,No,Yes,11,Yes,No,Fiber optic,No internet service,No internet service,No,Yes,No internet service,Yes,Month-to-month,Yes,Credit card (automatic),73.71,807.58,No
CUST2631,Male,0,No,No,31,Yes,No phone service,No,No internet service,No,No,No,No internet service,No internet service,One year,Yes,Electronic check,51.4,1602.19,Yes
CUST2632,Male,0,Yes,Yes,23,Yes,No phone service,No,Yes,No internet service,No internet service,No,No internet service,No,Two year,No,Mailed check,50.86,1172.97,Yes
CUST2633,Female,0,No,No,66,Yes,Yes,No,Yes,No internet service,No,No internet service,No internet service,No,One year,No,Mailed check,103.12,6803.35,No
CUST2634,Female,0,No,No,26,Yes,No,No,No internet service,Yes,Yes,No internet service,Yes,No,Month-to-month,Yes,Mailed check,68.85,1792.87,No
CUST2635,Female,0,Yes,Yes,60,Yes,No phone service,DSL,No internet service,Yes,No,Yes,Yes,No internet service,One year,No,Electronic check,46.33,2773.79,Yes
CUST2636,Male,1,No,Yes,18,Yes,No,No,Yes,Yes,No,No,No,No,Two year,Yes,Electronic check,83.09,1498.37,No
CUST2637,Female,0,Yes,No,72,Yes,Yes,DSL,No internet service,Yes,No internet service,No internet service,No,Yes,Month-to-month,Yes,Bank transfer (automatic),106.48,7674.97,No
CUST2638,Female,0,No,Yes,50,Yes,No,Fiber optic,No,No,Yes,Yes,No internet service,No internet service,Month-to-month,Yes,Electronic check,92.75,4646.24,Yes
CUST2639,Female,1,Yes,No,63,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,No,One year,Yes,Credit card (automatic),28.63,1805.42,Yes
CUST2640,Male,0,Yes,Yes,1,Yes,No phone service,No,No internet service,Yes,No,No internet service,No internet service,Yes,Two year,No,Mailed check,54.17,61.76,No
CUST2641,Female,0,Yes,Yes,35,Yes,No phone service,No,No,No internet service,No,No,Yes,Yes,One year,No,Bank transfer (automatic),101.27,3542.2,No
CUST2642,Male,1,Yes,No,10,Yes,Yes,No,No internet service,No,No internet service,Yes,Yes,No,Month-to-month,Yes,Electronic check,61.83,626.01,No
CUST2643,Male,0,Yes,Yes,67,Yes,Yes,Fiber optic,No internet service,No,No internet service,Yes,Yes,No internet service,One year,No,Bank transfer (automatic),119.86,8027.3,No
CUST2644,Male,0,No,No,67,No,Yes,Fiber optic,No internet service,Yes,Yes,Yes,Yes,No internet service,One year,Yes,Mailed check,54.19,3634.79,No
CUST2645,Male,0,No,No,63,Yes,No phone service,Fiber optic,No,No internet service,No internet service,No,No internet service,No,Two year,Yes,Electronic check,110.75,6985.63,Yes
CUST2646,Female,0,Yes,Yes,0,Yes,Yes,DSL,No,No,Yes,No internet service,No internet service,No internet service,One year,No,Mailed check,65.94,1.3,No
CUST2647,Male,0,No,No,25,Yes,Yes,Fiber optic,Yes,No,Yes,No internet service,No internet service,Yes,Two year,Yes,Mailed check,113.6,2835.49,Yes
CUST2648,Male,0,No,Yes,10,Yes,No phone service,No,No internet service,Yes,No,Yes,Yes,No,One year,Yes,Credit card (automatic),62.13,625.26,No
CUST2649,Female,0,No,Yes,1,Yes,Yes,DSL,No internet service,Yes,Yes,Yes,No,No internet service,Two year,Yes,Bank transfer (automatic),66.85,59.11,No
CUST2650,Female,0,Yes,Yes,39,Yes,No phone service,DSL,No,Yes,Yes,Yes,No internet service,No internet service,Month-to-month,No,Credit card (automatic),74.08,2886.04,No
CUST2651,Male,0,Yes,No,3,Yes,Yes,DSL,No internet service,No internet service,Yes,Yes,No internet service,No internet service,Two year,Yes,Credit card (automatic),23.98,79.86,Yes
CUST2652,Female,0,No,Yes,36,Yes,No phone service,Fiber optic,No internet service,Yes,Yes,No,No,No,Two year,No,Bank transfer (automatic),28.41,1027.5,Yes
CUST2653,Male,1,Yes,Yes,60,Yes,No,Fiber optic,No internet service,No,No,Yes,No internet service,No,One year,No,Bank transfer (automatic),105.46,6318.69,Yes
CUST2654,Male,0,Yes,No,4,No,No phone service,Fiber optic,No,No,No internet service,Yes,No internet service,Yes,One year,Yes,Bank transfer (automatic),46.52,187.56,No
CUST2655,Male,1,No,No,14,Yes,No phone service,Fiber optic,No internet service,Yes,No internet service,No internet service,Yes,No,Month-to-month,No,Bank transfer (automatic),82.73,1153.18,No
CUST2656,Male,0,Yes,No,66,Yes,No phone service,No,No internet service,No,Yes,No,No,No,Two year,Yes,Credit card (automatic),46.0,3026.27,No
CUST2657,Female,0,Yes,No,25,Yes,Yes,DSL,Yes,No internet service,No internet service,Yes,No,No internet service,Month-to-month,Yes,Electronic check,55.21,1375.6,No
CUST2658,Male,0,Yes,Yes,5,Yes,No phone service,DSL,No internet service,Yes,No internet service,No,No,No internet service,One year,No,Bank transfer (automatic),80.43,407.63,No
CUST2659,Female,0,Yes,Yes,43,Yes,No phone service,DSL,No,No,Yes,Yes,No internet service,No,Two year,No,Electronic check,53.86,2314.03,No
CUST2660,Female,0,Yes,Yes,57,Yes,Yes,DSL,No,No,Yes,No,No,No internet service,Month-to-month,No,Electronic check,92.58,5272.38,No
CUST2661,Female,0,No,Yes,45,Yes,No,DSL,No internet service,Yes,No internet service,Yes,Yes,No internet service,One year,No,Mailed check,71.65,3234.23,No
CUST2662,Female,0,Yes,No,41,Yes,No phone service,No,Yes,No,No,Yes,No,No,One year,Yes,Electronic check,95.67,3924.01,Yes
CUST2663,Male,0,Yes,No,47,Yes,Yes,No,No internet service,No,No internet service,No,No,No,Month-to-month,No,Mailed check,41.39,1939.77,Yes
CUST2664,Female,0,No,Yes,26,Yes,No,DSL,No internet service,Yes,Yes,Yes,Yes,No internet service,Two year,Yes,Credit card (automatic),84.5,2191.06,No
CUST2665,Male,0,No,No,19,Yes,No phone service,DSL,No internet service,No internet service,No internet service,Yes,No internet service,Yes,Month-to-month,No,Mailed check,51.33,967.34,No
CUST2666,Female,0,Yes,No,69,Yes,No,Fiber optic,No,No,No internet service,No,Yes,Yes,One year,Yes,Bank transfer (automatic),55.31,3818.62,No
CUST2667,Female,0,No,No,34,Yes,No phone service,DSL,No internet service,No internet service,No,No internet service,Yes,No,Two year,Yes,Bank transfer (automatic),38.66,1322.03,No
CUST2668,Male,0,Yes,No,47,Yes,No phone service,No,No,No internet service,No internet service,No internet service,No,Yes,Two year,Yes,Bank transfer (automatic),32.85,1551.15,Yes
CUST2669,Male,0,No,No,66,Yes,No,Fiber optic,Yes,No internet service,No internet service,Yes,No,No internet service,Month-to-month,No,Electronic check,108.14,7146.04,No
CUST2670,Male,0,Yes,Yes,67,Yes,No,No,No internet service,No internet service,Yes,No,No,No internet service,One year,Yes,Bank transfer (automatic),114.63,7670.67,No
CUST2671,Female,1,No,Yes,51,Yes,No,Fiber optic,No,No internet service,No,No internet service,No,No,Month-to-month,No,Mailed check,59.36,3028.59,No
CUST2672,Female,0,Yes,No,67,Yes,No phone service,Fiber optic,No,No,No internet service,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),96.35,6463.79,No
CUST2673,Male,0,No,No,3,No,No phone service,DSL,No,No,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),100.35,309.06,Yes
CUST2674,Male,0,Yes,Yes,38,Yes,Yes,No,No internet service,No internet service,Yes,Yes,No internet service,No internet service,Two year,No,Mailed check,34.19,1294.64,No
CUST2675,Male,1,Yes,Yes,20,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,Two year,No,Electronic check,113.91,2278.24,No
CUST2676,Male,0,Yes,No,65,Yes,Yes,DSL,No,No internet service,No,Yes,No,No internet service,Month-to-month,No,Electronic check,100.82,6545.22,No
CUST2677,Female,1,No,No,15,Yes,No phone service,Fiber optic,No internet service,Yes,No,Yes,No,No internet service,Two year,Yes,Electronic check,98.96,1479.88,No
CUST2678,Male,0,No,No,6,Yes,No,Fiber optic,No,No,No,Yes,No internet service,Yes,One year,Yes,Mailed check,112.45,684.54,No
CUST2679,Male,0,Yes,Yes,8,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),55.29,444.02,Yes
CUST2680,Male,1,Yes,No,16,Yes,No phone service,DSL,No internet service,No,Yes,No internet service,Yes,No,One year,Yes,Mailed check,108.67,1748.7,No
CUST2681,Male,0,Yes,No,11,Yes,No,DSL,No,Yes,Yes,Yes,No internet service,Yes,Two year,No,Electronic check,119.8,1308.13,No
CUST2682,Female,0,Yes,No,56,Yes,Yes,No,No,No internet service,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),43.13,2424.71,No
CUST2683,Male,0,No,No,44,Yes,No,Fiber optic,No internet service,No,No,No internet service,No internet service,Yes,One year,Yes,Credit card (automatic),32.14,1411.24,No
CUST2684,Female,1,No,No,10,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,No,One year,No,Bank transfer (automatic),30.88,300.46,No
CUST2685,Male,0,No,No,12,Yes,Yes,DSL,Yes,No internet service,No,No internet service,Yes,No internet service,One year,No,Mailed check,57.75,684.79,Yes
CUST2686,Male,0,Yes,No,30,Yes,Yes,Fiber optic,Yes,Yes,Yes,No internet service,No,No,Two year,Yes,Electronic check,100.88,3023.28,Yes
CUST2687,Female,0,Yes,No,25,Yes,No phone service,Fiber optic,Yes,Yes,Yes,No,No internet service,No,Month-to-month,No,Electronic check,95.08,2376.47,No
CUST2688,Male,0,No,Yes,62,Yes,No,Fiber optic,No internet service,Yes,Yes,No,No internet service,No internet service,Two year,No,Electronic check,39.73,2454.97,No
CUST2689,Female,1,No,Yes,30,Yes,Yes,No,No internet service,No,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),73.47,2211.13,Yes
CUST2690,Female,0,No,Yes,21,Yes,Yes,DSL,Yes,No,No internet service,No internet service,No,Yes,One year,Yes,Electronic check,56.15,1178.87,No
CUST2691,Male,0,No,No,5,Yes,No,No,No internet service,No internet service,No,No internet service,No internet service,No,Two year,No,Credit card (automatic),103.18,513.2,No
CUST2692,Female,1,Yes,Yes,19,Yes,No,No,Yes,Yes,No,No,No internet service,Yes,One year,Yes,Bank transfer (automatic),100.42,1908.41,No
CUST2693,Female,0,Yes,Yes,9,Yes,No,Fiber optic,No,Yes,No internet service,No internet service,No,No,Two year,No,Credit card (automatic),101.01,908.84,No
CUST2694,Female,0,Yes,Yes,34,Yes,Yes,DSL,No,No,No,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),72.53,2458.08,Yes
CUST2695,Female,0,No,Yes,25,Yes,Yes,Fiber optic,No,No,Yes,No internet service,No,Yes,Month-to-month,Yes,Mailed check,100.75,2509.75,No
CUST2696,Female,0,Yes,Yes,70,Yes,No phone service,DSL,Yes,Yes,No,No,No internet service,Yes,One year,Yes,Mailed check,93.34,6537.37,No
CUST2697,Female,0,No,No,36,No,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),72.48,2609.03,No
CUST2698,Female,0,No,Yes,7,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No internet service,No internet service,Two year,No,Electronic check,97.28,671.45,Yes
CUST2699,Female,0,No,No,4,Yes,Yes,DSL,No internet service,No,Yes,No,No internet service,No,Two year,Yes,Bank transfer (automatic),57.69,234.1,Yes
CUST2700,Male,0,No,No,43,No,No,Fiber optic,No,Yes,No internet service,No internet service,Yes,No,One year,Yes,Mailed check,97.98,4217.25,Yes
CUST2701,Male,0,No,Yes,66,Yes,Yes,Fiber optic,No,Yes,No,No,No internet service,No internet service,One year,No,Bank transfer (automatic),82.34,5443.84,No
CUST2702,Female,0,Yes,No,71,Yes,No,No,No,No,Yes,Yes,No,No,One year,No,Credit card (automatic),106.19,7542.09,Yes
CUST2703,Male,0,Yes,Yes,48,Yes,Yes,No,No internet service,No,No,No,Yes,No,One year,Yes,Mailed check,109.23,5238.54,No
CUST2704,Female,0,Yes,No,35,Yes,No,DSL,Yes,No,No internet service,Yes,No,No internet service,Two year,Yes,Credit card (automatic),58.87,2055.22,No
CUST2705,Female,1,No,No,25,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,One year,Yes,Credit card (automatic),48.79,1218.9,Yes
CUST2706,Male,0,Yes,Yes,44,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,48.01,2104.29,No
CUST2707,Female,0,No,No,60,Yes,No,No,Yes,No,No,No,No,No internet service,Month-to-month,Yes,Electronic check,52.61,3156.52,Yes
CUST2708,Female,0,Yes,No,43,Yes,No phone service,Fiber optic,No,No,No,Yes,No internet service,No,Month-to-month,No,Mailed check,25.07,1074.57,Yes
CUST2709,Female,0,No,No,3,Yes,No phone service,DSL,No,Yes,No internet service,No internet service,No,Yes,Month-to-month,Yes,Credit card (automatic),113.12,345.96,No
CUST2710,Female,0,No,No,57,Yes,No,DSL,No,No internet service,No,No internet service,Yes,Yes,One year,Yes,Bank transfer (automatic),32.4,1850.7,Yes
CUST2711,Male,0,Yes,No,25,Yes,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),107.8,2690.13,No
CUST2712,Female,0,No,No,28,Yes,Yes,No,No,Yes,No internet service,No internet service,No,Yes,Month-to-month,Yes,Credit card (automatic),68.76,1924.85,Yes
CUST2713,Female,1,Yes,No,8,Yes,Yes,DSL,No internet service,Yes,No,Yes,No internet service,Yes,Month-to-month,No,Credit card (automatic),110.04,884.66,No
CUST2714,Female,0,Yes,No,35,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,113.26,3957.56,Yes
CUST2715,Male,0,Yes,Yes,3,Yes,Yes,No,No,Yes,Yes,Yes,No internet service,Yes,Month-to-month,Yes,Electronic check,102.12,315.74,No
CUST2716,Female,0,No,No,58,Yes,Yes,DSL,No internet service,Yes,No internet service,No,Yes,Yes,One year,No,Bank transfer (automatic),60.7,3512.43,No
CUST2717,Male,0,No,Yes,36,No,No phone service,No,No internet service,Yes,No internet service,No,No,No,Month-to-month,No,Bank transfer (automatic),61.25,2214.07,No
CUST2718,Male,0,No,Yes,12,Yes,Yes,No,No internet service,No internet service,Yes,No,Yes,No internet service,Month-to-month,No,Credit card (automatic),116.64,1390.01,No
CUST2719,Female,0,No,No,19,Yes,Yes,DSL,No internet service,Yes,No,Yes,No,No internet service,Month-to-month,No,Electronic check,53.68,1019.59,Yes
CUST2720,Female,0,Yes,No,16,Yes,No phone service,DSL,No internet service,Yes,No,No,No internet service,No,Two year,Yes,Mailed check,61.12,973.68,No
CUST2721,Male,0,No,Yes,50,Yes,No,No,No,Yes,No internet service,No internet service,Yes,No internet service,Two year,Yes,Mailed check,49.09,2463.85,No
CUST2722,Female,0,Yes,Yes,54,Yes,No,No,No internet service,Yes,No internet service,No internet service,Yes,No internet service,Month-to-month,No,Bank transfer (automatic),71.37,3861.09,No
CUST2723,Male,0,Yes,Yes,32,No,No phone service,Fiber optic,Yes,Yes,No,No,No,Yes,Two year,Yes,Bank transfer (automatic),81.04,2601.33,No
CUST2724,Male,0,No,No,20,Yes,No phone service,DSL,No,No internet service,Yes,No,No internet service,No,Month-to-month,No,Mailed check,86.3,1725.83,Yes
CUST2725,Female,0,No,No,21,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,35.85,744.97,No
CUST2726,Female,0,Yes,No,24,Yes,Yes,No,No internet service,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,54.66,1306.78,Yes
CUST2727,Male,0,No,Yes,66,Yes,No,Fiber optic,No internet service,Yes,Yes,No,No internet service,Yes,Month-to-month,No,Electronic check,119.6,7894.22,No
CUST2728,Male,0,Yes,No,11,Yes,No,No,No,No internet service,No internet service,No,No,No,One year,No,Credit card (automatic),27.16,296.54,No
CUST2729,Male,1,No,No,14,Yes,No phone service,Fiber optic,Yes,No internet service,No,Yes,No,No,Month-to-month,No,Credit card (automatic),57.22,797.63,No
CUST2730,Male,0,No,No,1,Yes,Yes,No,No,No internet service,Yes,No internet service,No internet service,No,Two year,No,Mailed check,41.18,37.24,No
CUST2731,Female,0,Yes,No,3,Yes,No phone service,No,No,No,Yes,Yes,Yes,Yes,One year,No,Electronic check,48.17,139.19,No
CUST2732,Female,0,Yes,Yes,44,Yes,No,No,No internet service,No,No internet service,No,No internet service,No,Two year,No,Mailed check,66.72,2936.44,No
CUST2733,Female,0,Yes,No,12,Yes,No,DSL,Yes,No internet service,No internet service,No,No internet service,Yes,One year,No,Credit card (automatic),118.66,1427.68,No
CUST2734,Female,0,No,No,54,Yes,No phone service,No,No internet service,No,No,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),101.24,5470.78,No
CUST2735,Female,1,No,Yes,31,Yes,Yes,DSL,No internet service,No,No internet service,No,No,Yes,Month-to-month,No,Mailed check,44.07,1357.06,No
CUST2736,Male,0,No,No,21,Yes,Yes,No,No internet service,Yes,No internet service,Yes,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),33.74,699.08,No
CUST2737,Female,1,Yes,Yes,54,Yes,No phone service,Fiber optic,No internet service,Yes,No,Yes,No,No internet service,Month-to-month,No,Credit card (automatic),80.62,4345.22,No
CUST2738,Female,1,Yes,Yes,16,No,No,No,Yes,Yes,Yes,Yes,No internet service,No,One year,No,Bank transfer (automatic),107.63,1712.43,Yes
CUST2739,Female,0,No,No,69,Yes,No phone service,No,No internet service,No internet service,No internet service,Yes,No internet service,Yes,Two year,No,Mailed check,40.03,2760.88,No
CUST2740,Female,0,Yes,Yes,50,Yes,No phone service,Fiber optic,No internet service,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,39.52,1967.07,No
CUST2741,Female,0,No,No,7,Yes,Yes,No,Yes,No internet service,No internet service,Yes,No,No,Month-to-month,No,Bank transfer (automatic),88.41,617.58,No
CUST2742,Male,0,Yes,Yes,60,Yes,No,No,No,Yes,No internet service,No,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),49.72,2979.94,No
CUST2743,Male,1,No,Yes,9,Yes,No,No,No internet service,No internet service,Yes,Yes,Yes,No internet service,Month-to-month,No,Credit card (automatic),24.15,208.52,Yes
CUST2744,Male,0,No,No,18,Yes,Yes,Fiber optic,No,No,No internet service,No internet service,No,Yes,Two year,No,Bank transfer (automatic),50.25,896.19,No
CUST2745,Female,1,No,Yes,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Yes,No internet service,One year,Yes,Mailed check,41.07,539.35,No
CUST2746,Male,0,Yes,No,66,Yes,No,DSL,No internet service,No,No internet service,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),52.76,3486.65,No
CUST2747,Male,1,Yes,No,54,Yes,Yes,DSL,Yes,Yes,Yes,No internet service,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),101.45,5474.02,Yes
CUST2748,Female,1,No,No,60,Yes,No,DSL,Yes,No,No internet service,No internet service,Yes,No,Two year,Yes,Electronic check,87.33,5232.4,No
CUST2749,Female,0,No,No,55,Yes,No,DSL,No,No,No,No internet service,No,No internet service,Two year,Yes,Electronic check,47.97,2635.48,Yes
CUST2750,Female,0,No,Yes,62,Yes,No phone service,Fiber optic,No internet service,Yes,No,No internet service,No internet service,No,Two year,No,Mailed check,60.87,3773.62,Yes
CUST2751,Male,0,No,No,10,Yes,No,No,Yes,No internet service,Yes,No,No,No internet service,One year,No,Bank transfer (automatic),41.39,414.25,No
CUST2752,Male,0,No,Yes,46,Yes,No phone service,DSL,No internet service,No internet service,Yes,Yes,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),75.36,3457.05,No
CUST2753,Female,1,No,No,5,Yes,No phone service,No,No internet service,No internet service,Yes,No internet service,Yes,No,Two year,No,Electronic check,42.63,215.17,No
CUST2754,Female,0,Yes,Yes,33,Yes,No phone service,No,No,Yes,No internet service,No,No,Yes,One year,No,Mailed check,112.73,3722.69,No
CUST2755,Male,0,Yes,Yes,64,Yes,Yes,Fiber optic,No internet service,No internet service,Yes,No internet service,Yes,No,One year,Yes,Mailed check,46.98,3009.58,No
CUST2756,Male,0,Yes,Yes,63,Yes,Yes,No,Yes,No,No,No,No,No internet service,Two year,No,Credit card (automatic),91.2,5748.13,Yes
CUST2757,Female,1,Yes,Yes,65,Yes,No,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,59.4,3870.14,No
CUST2758,Female,0,No,No,30,Yes,No phone service,DSL,Yes,No internet service,No internet service,No,Yes,No,Two year,Yes,Electronic check,109.36,3285.0,No
CUST2759,Male,0,No,No,61,Yes,No,Fiber optic,No,No,No internet service,Yes,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),51.54,3140.28,No
CUST2760,Female,0,No,Yes,53,Yes,No,DSL,No,No,No internet service,No,No,No internet service,Two year,No,Mailed check,21.59,1150.51,No
CUST2761,Male,0,Yes,Yes,7,Yes,No,DSL,No internet service,No internet service,No internet service,No,No internet service,Yes,One year,No,Bank transfer (automatic),30.61,212.9,No
CUST2762,Male,0,Yes,No,41,Yes,No,Fiber optic,No,Yes,No,No internet service,No internet service,No internet service,One year,Yes,Electronic check,26.79,1089.6,Yes
CUST2763,Male,0,No,Yes,40,Yes,No,Fiber optic,No,No,No,No internet service,Yes,No internet service,One year,No,Credit card (automatic),51.0,2042.98,No
CUST2764,Male,0,Yes,Yes,58,Yes,No phone service,DSL,No internet service,No,Yes,No,No,No internet service,One year,No,Credit card (automatic),87.24,5057.57,No
CUST2765,Female,0,Yes,No,39,Yes,No phone service,Fiber optic,No,No,No internet service,No,Yes,No internet service,Two year,Yes,Mailed check,71.61,2801.4,No
CUST2766,Female,0,No,Yes,21,Yes,No phone service,Fiber optic,No,No,No,No,No,No internet service,Month-to-month,No,Bank transfer (automatic),44.9,939.74,No
CUST2767,Male,0,No,Yes,23,Yes,No phone service,DSL,Yes,No internet service,No,Yes,No internet service,Yes,One year,No,Bank transfer (automatic),119.88,2748.14,No
CUST2768,Male,0,No,No,37,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,No internet service,Two year,No,Electronic check,26.57,992.03,Yes
CUST2769,Male,0,Yes,Yes,1,Yes,No phone service,Fiber optic,No internet service,No,No,Yes,Yes,No,One year,Yes,Credit card (automatic),82.32,88.97,No
CUST2770,Male,1,No,No,40,Yes,No phone service,No,No,No,No,Yes,No internet service,No,Month-to-month,Yes,Electronic check,100.16,4015.99,No
CUST2771,Male,0,No,No,18,Yes,No phone service,No,No internet service,No,No internet service,Yes,No internet service,No internet service,Two year,Yes,Mailed check,115.8,2078.02,No
CUST2772,Female,1,No,No,1,Yes,Yes,DSL,No internet service,Yes,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,55.44,45.86,Yes
CUST2773,Female,0,Yes,No,61,Yes,No,DSL,No internet service,No,No internet service,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),77.02,4707.24,No
CUST2774,Female,0,Yes,Yes,15,Yes,Yes,No,Yes,Yes,No internet service,Yes,No internet service,No,One year,No,Mailed check,45.17,682.4,No
CUST2775,Female,0,No,No,21,Yes,No phone service,Fiber optic,No internet service,Yes,Yes,Yes,No,Yes,One year,No,Mailed check,23.36,497.7,No
CUST2776,Male,0,No,No,13,Yes,No phone service,No,No,Yes,Yes,No,No,Yes,One year,Yes,Credit card (automatic),71.77,923.09,No
CUST2777,Male,0,Yes,Yes,55,Yes,Yes,No,Yes,Yes,No internet service,Yes,No internet service,No,One year,No,Electronic check,79.07,4351.99,No
CUST2778,Male,0,Yes,No,64,Yes,No,DSL,Yes,No internet service,No internet service,No,Yes,No,Month-to-month,Yes,Electronic check,47.53,3046.15,No
CUST2779,Male,0,No,Yes,44,Yes,Yes,Fiber optic,Yes,No internet service,No internet service,No,No internet service,No internet service,Two year,No,Mailed check,43.23,1898.99,Yes
CUST2780,Male,0,Yes,No,53,Yes,Yes,No,No,No internet service,No internet service,Yes,No internet service,No internet service,One year,Yes,Mailed check,48.09,2548.24,Yes
CUST2781,Female,0,No,No,65,No,No phone service,Fiber optic,No internet service,No,Yes,No,No,No internet service,One year,Yes,Electronic check,72.43,4700.61,No
CUST2782,Male,0,No,No,45,Yes,Yes,DSL,No internet service,Yes,No,No,No,No,Month-to-month,No,Electronic check,88.05,3953.85,No
CUST2783,Female,0,Yes,No,32,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),92.07,2952.45,No
CUST2784,Female,0,No,Yes,49,Yes,Yes,DSL,Yes,No internet service,No,No,No internet service,Yes,One year,Yes,Bank transfer (automatic),47.71,2344.23,No
CUST2785,Female,0,No,Yes,21,Yes,Yes,No,No internet service,No internet service,Yes,No,No,No internet service,Month-to-month,No,Mailed check,105.63,2212.83,No
CUST2786,Female,0,Yes,Yes,39,Yes,Yes,Fiber optic,No,Yes,No internet service,No internet service,No internet service,Yes,Month-to-month,Yes,Bank transfer (automatic),68.53,2679.01,No
CUST2787,Male,0,No,No,38,Yes,Yes,DSL,Yes,No internet service,No,No internet service,No internet service,No,One year,No,Mailed check,74.81,2840.06,No
CUST2788,Female,1,Yes,No,40,Yes,No phone service,Fiber optic,Yes,No,Yes,Yes,No,No,One year,Yes,Electronic check,42.83,1708.98,No
CUST2789,Female,1,No,No,67,Yes,No phone service,No,No,No,Yes,Yes,No internet service,Yes,One year,Yes,Electronic check,58.32,3913.28,No
CUST2790,Female,0,No,Yes,6,Yes,No phone service,DSL,Yes,No,Yes,Yes,No,No,One year,No,Electronic check,25.16,155.09,No
CUST2791,Male,0,Yes,No,70,Yes,No phone service,Fiber optic,No,Yes,No internet service,Yes,No internet service,Yes,Two year,Yes,Bank transfer (automatic),77.73,5443.8,No
CUST2792,Male,0,Yes,Yes,3,Yes,Yes,Fiber optic,No internet service,No internet service,Yes,Yes,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),94.89,290.58,Yes
CUST2793,Male,0,Yes,Yes,58,Yes,Yes,No,No internet service,No,Yes,No internet service,No,No,Two year,No,Bank transfer (automatic),74.35,4319.56,Yes
CUST2794,Female,0,Yes,Yes,25,Yes,Yes,DSL,Yes,No,No internet service,No internet service,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),52.65,1325.22,No
CUST2795,Female,0,Yes,No,30,Yes,Yes,Fiber optic,No internet service,No,No,No,No internet service,No internet service,Month-to-month,No,Electronic check,103.47,3106.57,No
CUST2796,Male,0,Yes,No,72,Yes,No phone service,DSL,No,No,No,No internet service,No,Yes,Month-to-month,No,Bank transfer (automatic),25.76,1846.54,No
CUST2797,Female,0,No,No,68,No,No phone service,DSL,Yes,No,No internet service,Yes,Yes,No,Two year,No,Bank transfer (automatic),44.87,3048.24,No
CUST2798,Male,0,Yes,No,51,Yes,Yes,DSL,No,No internet service,No,No internet service,No,No,Month-to-month,No,Electronic check,25.0,1267.63,Yes
CUST2799,Male,0,No,Yes,71,Yes,Yes,DSL,No internet service,No,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),59.3,4202.73,No
CUST2800,Female,0,Yes,Yes,20,Yes,Yes,No,No internet service,No,Yes,Yes,No internet service,No internet service,Two year,No,Bank transfer (automatic),45.04,910.58,No
CUST2801,Female,0,No,No,15,Yes,Yes,Fiber optic,No internet service,No,No,Yes,Yes,No,Two year,Yes,Mailed check,88.26,1317.6,No
CUST2802,Female,0,No,No,50,Yes,No,DSL,Yes,Yes,No,No,No,No internet service,Two year,No,Electronic check,27.86,1397.76,No
